model,subject,actual_activity,predicted_activity,actual_id,predicted_id,confidence,is_correct
stacked_ensemble_lgbm_et_svm,101,lying,stairs_down,1,13,0.3617352336257525,0
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.7722216739816165,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8295709858926167,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.795543282206217,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.7838823492593631,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8159233811246096,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8071197136797413,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8230014038818625,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.7932436573138312,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.7623608616248903,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8050053372817674,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.7668710687018443,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.744780554643239,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.7327072284694865,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8221961813511122,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8312045666782321,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.836459754002566,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8197546251670482,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.6437201371282548,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8552658584477069,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.8146047808349638,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9022596183564755,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9859953056806652,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9949845411694179,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9982699730421153,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9985890335928382,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.999117131657778,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9989626550489333,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9985426439274075,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9987566709679507,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993708419202254,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993436834281122,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.999356376671809,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993840292618749,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993338396321721,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.99933672048055,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993208157499445,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993684000526197,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.999340974998393,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.999344382562199,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993208926440167,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993236255707693,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993586142561778,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993542783226631,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.999363351211453,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993633506947119,1
stacked_ensemble_lgbm_et_svm,101,lying,lying,1,1,0.9993516288453902,1
